time,mv
01:38.606290,-0.001
01:38.610200,-0.001
01:38.614110,-0.001
01:38.618020,-0.004
01:38.621930,-0.005
01:38.625840,-0.007
01:38.629750,-0.009000000000000001
01:38.633660,-0.011
01:38.637570,-0.013000000000000001
01:38.641480,-0.013000000000000001
01:38.645390,-0.014
01:38.649300,-0.014
01:38.653210,-0.013000000000000001
01:38.657120,-0.013000000000000001
01:38.661030,-0.013000000000000001
01:38.664940,-0.013000000000000001
01:38.668850,-0.015
01:38.672760,-0.015
01:38.676670,-0.015
01:38.680580,-0.015
01:38.684490,-0.015
01:38.688400,-0.014
01:38.692310,-0.014
01:38.696220,-0.014
01:38.700130,-0.016
01:38.704040,-0.015
01:38.707950,-0.013000000000000001
01:38.711860,-0.011
01:38.715770,-0.007
01:38.719680,0.0
01:38.723590,0.015
01:38.727500,0.038
01:38.731410,0.07100000000000001
01:38.735320,0.112
01:38.739230,0.145
01:38.743140,0.154
01:38.747050,0.137
01:38.750960,0.091
01:38.754870,0.028
01:38.758780,-0.033
01:38.762690,-0.065
01:38.766600,-0.069
01:38.770510,-0.065
01:38.774420,-0.054
01:38.778330,-0.042
01:38.782240,-0.034
01:38.786150,-0.029
01:38.790060,-0.023
01:38.793970,-0.02
01:38.797880,-0.016
01:38.801790,-0.012
01:38.805700,-0.01
01:38.809610,-0.008
01:38.813520,-0.007
01:38.817430,-0.006
01:38.821340,-0.005
01:38.825250,-0.004
01:38.829160,-0.004
01:38.833070,-0.004
01:38.836980,-0.004
01:38.840890,-0.003
01:38.844800,-0.002
01:38.848710,-0.002
01:38.852620,-0.001
01:38.856530,0.0
01:38.860440,0.001
01:38.864350,0.001
01:38.868260,0.002
01:38.872170,0.004
01:38.876080,0.005
01:38.879990,0.004
01:38.883900,0.006
01:38.887810,0.006
01:38.891720,0.007
01:38.895630,0.009000000000000001
01:38.899540,0.01
01:38.903450,0.013000000000000001
01:38.907360,0.014
01:38.911270,0.015
01:38.915180,0.017
01:38.919090,0.018000000000000002
01:38.923000,0.02
01:38.926910,0.021
01:38.930820,0.023
01:38.934730,0.027
01:38.938640,0.03
01:38.942550,0.031
01:38.946460,0.032
01:38.950370,0.033
01:38.954280,0.034
01:38.958190,0.036000000000000004
01:38.962100,0.037
01:38.966010,0.038
01:38.969920,0.039
01:38.973830,0.041
01:38.977740,0.041
01:38.981650,0.04
01:38.985560,0.039
01:38.989470,0.039
01:38.993380,0.039
01:38.997290,0.038
01:39.001200,0.038
01:39.005110,0.039
01:39.009020,0.036000000000000004
01:39.012930,0.035
01:39.016840,0.033
01:39.020750,0.031
01:39.024660,0.03
01:39.028570,0.028
01:39.032480,0.025
01:39.036390,0.022
01:39.040300,0.02
01:39.044210,0.018000000000000002
01:39.048120,0.016
01:39.052030,0.013000000000000001
01:39.055940,0.009000000000000001
01:39.059850,0.008
01:39.063760,0.006
01:39.067670,0.005
01:39.071580,0.004
01:39.075490,0.002
01:39.079400,-0.001
01:39.083310,-0.002
01:39.087220,-0.002
01:39.091130,-0.003
01:39.095040,-0.003
01:39.098950,-0.004
01:39.102860,-0.004
01:39.106770,-0.004
01:39.110680,-0.004
01:39.114590,-0.004
01:39.118500,-0.004
01:39.122410,-0.005
01:39.126320,-0.006
01:39.130230,-0.006
01:39.134140,-0.004
01:39.138050,-0.005
01:39.141960,-0.005
01:39.145870,-0.005
01:39.149780,-0.004
01:39.153690,-0.003
01:39.157600,-0.004
01:39.161510,-0.004
01:39.165420,-0.003
01:39.169330,-0.003
01:39.173240,-0.003
01:39.177150,-0.003
01:39.181060,-0.003
01:39.184970,-0.003
01:39.188880,-0.003
01:39.192790,-0.003
01:39.196700,-0.003
01:39.200610,-0.003
01:39.204520,-0.002
01:39.208430,-0.001
01:39.212340,-0.001
01:39.216250,-0.001
01:39.220160,-0.002
01:39.224070,-0.002
01:39.227980,-0.002
01:39.231890,-0.002
01:39.235800,-0.003
01:39.239710,-0.004
01:39.243620,-0.006
01:39.247530,-0.006
01:39.251440,-0.005
01:39.255350,-0.005
01:39.259260,-0.005
01:39.263170,-0.004
01:39.267080,-0.006
01:39.270990,-0.006
01:39.274900,-0.005
01:39.278810,-0.007
01:39.282720,-0.008
01:39.286630,-0.007
01:39.290540,-0.007
01:39.294450,-0.008
01:39.298360,-0.008
01:39.302270,-0.008
01:39.306180,-0.007
01:39.310090,-0.007
01:39.314000,-0.008
01:39.317910,-0.008
01:39.321820,-0.008
01:39.325730,-0.009000000000000001
01:39.329640,-0.009000000000000001
01:39.333550,-0.009000000000000001
01:39.337460,-0.01
01:39.341370,-0.009000000000000001
01:39.345280,-0.009000000000000001
01:39.349190,-0.009000000000000001
01:39.353100,-0.01
01:39.357010,-0.01
01:39.360920,-0.008
01:39.364830,-0.008
01:39.368740,-0.008
01:39.372650,-0.008
01:39.376560,-0.009000000000000001
01:39.380470,-0.008
01:39.384380,-0.007
01:39.388290,-0.008
01:39.392200,-0.009000000000000001
01:39.396110,-0.009000000000000001
01:39.400020,-0.009000000000000001
01:39.403930,-0.008
01:39.407840,-0.007
01:39.411750,-0.007
01:39.415660,-0.005
01:39.419570,-0.004
01:39.423480,-0.004
01:39.427390,-0.003
01:39.431300,-0.002
01:39.435210,-0.001
01:39.439120,-0.001
01:39.443030,0.0
01:39.446940,0.001
01:39.450850,0.002
01:39.454760,0.004
01:39.458670,0.005
01:39.462580,0.005
01:39.466490,0.006
01:39.470400,0.006
01:39.474310,0.005
01:39.478220,0.004
01:39.482130,0.003
01:39.486040,0.002
01:39.489950,0.002
01:39.493860,0.002
01:39.497770,0.001
01:39.501680,0.0
01:39.505590,-0.002
01:39.509500,-0.003
01:39.513410,-0.005
01:39.517320,-0.006
01:39.521230,-0.008
01:39.525140,-0.009000000000000001
01:39.529050,-0.011
01:39.532960,-0.01
01:39.536870,-0.01
01:39.540780,-0.01
01:39.544690,-0.009000000000000001
01:39.548600,-0.01
01:39.552510,-0.011
01:39.556420,-0.011
01:39.560330,-0.01
01:39.564240,-0.01
01:39.568150,-0.01
01:39.572060,-0.009000000000000001
01:39.575970,-0.009000000000000001
01:39.579880,-0.011
01:39.583790,-0.011
01:39.587700,-0.011
01:39.591610,-0.011
01:39.595520,-0.009000000000000001
01:39.599430,-0.005
01:39.603340,0.001
01:39.607250,0.012
01:39.611160,0.029
01:39.615070,0.054
01:39.618980,0.091
01:39.622890,0.15
01:39.626800,0.14400000000000002
01:39.630710,0.11
01:39.634620,0.058
01:39.638530,0.0
01:39.642440,-0.046
01:39.646350,-0.061
01:39.650260,-0.059000000000000004
01:39.654170,-0.05
01:39.658080,-0.039
01:39.661990,-0.03
01:39.665900,-0.024
01:39.669810,-0.021
01:39.673720,-0.019
01:39.677630,-0.014
01:39.681540,-0.01
01:39.685450,-0.007
01:39.689360,-0.005
01:39.693270,-0.004
01:39.697180,-0.003
01:39.701090,-0.003
01:39.705000,-0.002
01:39.708910,-0.002
01:39.712820,-0.001
01:39.716730,0.0
01:39.720640,0.0
01:39.724550,0.0
01:39.728460,0.001
01:39.732370,0.001
01:39.736280,0.001
01:39.740190,0.002
01:39.744100,0.003
01:39.748010,0.003
01:39.751920,0.003
01:39.755830,0.005
01:39.759740,0.007
01:39.763650,0.007
01:39.767560,0.008
01:39.771470,0.009000000000000001
01:39.775380,0.011
01:39.779290,0.011
01:39.783200,0.011
01:39.787110,0.013000000000000001
01:39.791020,0.015
01:39.794930,0.016
01:39.798840,0.017
01:39.802750,0.02
01:39.806660,0.023
01:39.810570,0.024
01:39.814480,0.026000000000000002
01:39.818390,0.027
01:39.822300,0.029
01:39.826210,0.031
01:39.830120,0.033
01:39.834030,0.036000000000000004
01:39.837940,0.036000000000000004
01:39.841850,0.038
01:39.845760,0.039
01:39.849670,0.04
01:39.853580,0.041
01:39.857490,0.042
01:39.861400,0.042
01:39.865310,0.042
01:39.869220,0.042
01:39.873130,0.041
01:39.877040,0.042
01:39.880950,0.041
01:39.884860,0.041
01:39.888770,0.04
01:39.892680,0.041
01:39.896590,0.035
01:39.900500,0.034
01:39.904410,0.032
01:39.908320,0.031
01:39.912230,0.029
01:39.916140,0.026000000000000002
01:39.920050,0.023
01:39.923960,0.021
01:39.927870,0.018000000000000002
01:39.931780,0.016
01:39.935690,0.013000000000000001
01:39.939600,0.012
01:39.943510,0.009000000000000001
01:39.947420,0.007
01:39.951330,0.006
01:39.955240,0.004
01:39.959150,0.003
01:39.963060,0.002
01:39.966970,0.0
01:39.970880,-0.002
01:39.974790,-0.001
01:39.978700,-0.001
01:39.982610,-0.003
01:39.986520,-0.004
01:39.990430,-0.003
01:39.994340,-0.003
01:39.998250,-0.004
01:40.002160,-0.004
01:40.006070,-0.004
01:40.009980,-0.004
01:40.013890,-0.005
01:40.017800,-0.004
01:40.021710,-0.005
01:40.025620,-0.005
01:40.029530,-0.004
01:40.033440,-0.004
01:40.037350,-0.005
01:40.041260,-0.004
01:40.045170,-0.003
01:40.049080,-0.003
01:40.052990,-0.003
01:40.056900,-0.002
01:40.060810,-0.001
01:40.064720,-0.002
01:40.068630,-0.002
01:40.072540,-0.002
01:40.076450,-0.001
01:40.080360,-0.001
01:40.084270,-0.001
01:40.088180,-0.001
01:40.092090,-0.001
01:40.096000,0.0
01:40.099910,-0.001
01:40.103820,-0.001
01:40.107730,0.0
01:40.111640,-0.001
01:40.115550,-0.001
01:40.119460,-0.002
01:40.123370,-0.002
01:40.127280,-0.002
01:40.131190,-0.002
01:40.135100,-0.002
01:40.139010,-0.003
01:40.142920,-0.003
01:40.146830,-0.003
01:40.150740,-0.004
01:40.154650,-0.004
01:40.158560,-0.004
01:40.162470,-0.005
01:40.166380,-0.006
01:40.170290,-0.006
01:40.174200,-0.005
01:40.178110,-0.006
01:40.182020,-0.006
01:40.185930,-0.005
01:40.189840,-0.005
01:40.193750,-0.006
01:40.197660,-0.006
01:40.201570,-0.007
01:40.205480,-0.007
01:40.209390,-0.007
01:40.213300,-0.008
01:40.217210,-0.008
01:40.221120,-0.008
01:40.225030,-0.008
01:40.228940,-0.007
01:40.232850,-0.007
01:40.236760,-0.007
01:40.240670,-0.008
01:40.244580,-0.007
01:40.248490,-0.007
01:40.252400,-0.007
01:40.256310,-0.008
01:40.260220,-0.008
01:40.264130,-0.008
01:40.268040,-0.008
01:40.271950,-0.006
01:40.275860,-0.008
01:40.279770,-0.009000000000000001
01:40.283680,-0.009000000000000001
01:40.287590,-0.008
01:40.291500,-0.007
01:40.295410,-0.007
01:40.299320,-0.006
01:40.303230,-0.006
01:40.307140,-0.005
01:40.311050,-0.004
01:40.314960,-0.003
01:40.318870,-0.001
01:40.322780,0.0
01:40.326690,0.0
01:40.330600,0.002
01:40.334510,0.004
01:40.338420,0.005
01:40.342330,0.004
01:40.346240,0.004
01:40.350150,0.004
01:40.354060,0.004
01:40.357970,0.004
01:40.361880,0.003
01:40.365790,0.001
01:40.369700,0.0
01:40.373610,-0.001
01:40.377520,-0.002
01:40.381430,-0.003
01:40.385340,-0.004
01:40.389250,-0.006
01:40.393160,-0.007
01:40.397070,-0.009000000000000001
01:40.400980,-0.011
01:40.404890,-0.011
01:40.408800,-0.012
01:40.412710,-0.013000000000000001
01:40.416620,-0.014
01:40.420530,-0.014
01:40.424440,-0.014
01:40.428350,-0.015
01:40.432260,-0.014
01:40.436170,-0.014
01:40.440080,-0.013000000000000001
01:40.443990,-0.014
01:40.447900,-0.013000000000000001
01:40.451810,-0.013000000000000001
01:40.455720,-0.014
01:40.459630,-0.013000000000000001
01:40.463540,-0.013000000000000001
01:40.467450,-0.013000000000000001
01:40.471360,-0.012
01:40.475270,-0.008
01:40.479180,-0.002
01:40.483090,0.009000000000000001
01:40.487000,0.028
01:40.490910,0.054
01:40.494820,0.091
01:40.498730,0.133
01:40.502640,0.163
01:40.506550,0.166
01:40.510460,0.133
01:40.514370,0.076
01:40.518280,0.012
01:40.522190,-0.042
01:40.526100,-0.064
01:40.530010,-0.062
01:40.533920,-0.05
01:40.537830,-0.037
01:40.541740,-0.029
01:40.545650,-0.026000000000000002
01:40.549560,-0.024
01:40.553470,-0.022
01:40.557380,-0.019
01:40.561290,-0.016
01:40.565200,-0.013000000000000001
01:40.569110,-0.011
01:40.573020,-0.009000000000000001
01:40.576930,-0.008
01:40.580840,-0.009000000000000001
01:40.584750,-0.008
01:40.588660,-0.008
01:40.592570,-0.008
01:40.596480,-0.007
01:40.600390,-0.007
01:40.604300,-0.006
01:40.608210,-0.005
01:40.612120,-0.005
01:40.616030,-0.005
01:40.619940,-0.004
01:40.623850,-0.003
01:40.627760,-0.002
01:40.631670,-0.001
01:40.635580,0.0
01:40.639490,0.0
01:40.643400,0.002
01:40.647310,0.003
01:40.651220,0.004
01:40.655130,0.006
01:40.659040,0.007
01:40.662950,0.008
01:40.666860,0.009000000000000001
01:40.670770,0.011
01:40.674680,0.013000000000000001
01:40.678590,0.015
01:40.682500,0.017
01:40.686410,0.019
01:40.690320,0.022
01:40.694230,0.024
01:40.698140,0.026000000000000002
01:40.702050,0.029
01:40.705960,0.031
01:40.709870,0.034
01:40.713780,0.036000000000000004
01:40.717690,0.037
01:40.721600,0.039
01:40.725510,0.039
01:40.729420,0.04
01:40.733330,0.042
01:40.737240,0.042
01:40.741150,0.042
01:40.745060,0.041
01:40.748970,0.042
01:40.752880,0.043000000000000003
01:40.756790,0.042
01:40.760700,0.041
01:40.764610,0.041
01:40.768520,0.041
01:40.772430,0.04
01:40.776340,0.039
01:40.780250,0.037
01:40.784160,0.033
01:40.788070,0.031
01:40.791980,0.028
01:40.795890,0.024
01:40.799800,0.022
01:40.803710,0.02
01:40.807620,0.017
01:40.811530,0.015
01:40.815440,0.012
01:40.819350,0.009000000000000001
01:40.823260,0.006
01:40.827170,0.003
01:40.831080,0.001
01:40.834990,-0.001
01:40.838900,-0.002
01:40.842810,-0.002
01:40.846720,-0.003
01:40.850630,-0.004
01:40.854540,-0.006
01:40.858450,-0.006
01:40.862360,-0.007
01:40.866270,-0.007
01:40.870180,-0.007
01:40.874090,-0.007
01:40.878000,-0.007
01:40.881910,-0.007
01:40.885820,-0.006
01:40.889730,-0.006
01:40.893640,-0.008
01:40.897550,-0.008
01:40.901460,-0.009000000000000001
01:40.905370,-0.009000000000000001
01:40.909280,-0.007
01:40.913190,-0.006
01:40.917100,-0.006
01:40.921010,-0.006
01:40.924920,-0.007
01:40.928830,-0.006
01:40.932740,-0.005
01:40.936650,-0.005
01:40.940560,-0.005
01:40.944470,-0.005
01:40.948380,-0.005
01:40.952290,-0.004
01:40.956200,-0.004
01:40.960110,-0.004
01:40.964020,-0.005
01:40.967930,-0.006
01:40.971840,-0.005
01:40.975750,-0.005
01:40.979660,-0.005
01:40.983570,-0.005
01:40.987480,-0.004
01:40.991390,-0.004
01:40.995300,-0.004
01:40.999210,-0.005
01:41.003120,-0.006
01:41.007030,-0.006
01:41.010940,-0.007
01:41.014850,-0.007
01:41.018760,-0.008
01:41.022670,-0.007
01:41.026580,-0.008
01:41.030490,-0.01
01:41.034400,-0.01
01:41.038310,-0.009000000000000001
01:41.042220,-0.01
01:41.046130,-0.01
01:41.050040,-0.011
01:41.053950,-0.012
01:41.057860,-0.012
01:41.061770,-0.011
01:41.065680,-0.011
01:41.069590,-0.012
01:41.073500,-0.012
01:41.077410,-0.012
01:41.081320,-0.012
01:41.085230,-0.013000000000000001
01:41.089140,-0.012
01:41.093050,-0.013000000000000001
01:41.096960,-0.013000000000000001
01:41.100870,-0.013000000000000001
01:41.104780,-0.014
01:41.108690,-0.015
01:41.112600,-0.014
01:41.116510,-0.014
01:41.120420,-0.014
01:41.124330,-0.015
01:41.128240,-0.014
01:41.132150,-0.014
01:41.136060,-0.014
01:41.139970,-0.014
01:41.143880,-0.014
01:41.147790,-0.013000000000000001
01:41.151700,-0.013000000000000001
01:41.155610,-0.014
01:41.159520,-0.014
01:41.163430,-0.014
01:41.167340,-0.014
01:41.171250,-0.013000000000000001
01:41.175160,-0.013000000000000001
01:41.179070,-0.012
01:41.182980,-0.01
01:41.186890,-0.009000000000000001
01:41.190800,-0.01
01:41.194710,-0.01
01:41.198620,-0.009000000000000001
01:41.202530,-0.009000000000000001
01:41.206440,-0.007
01:41.210350,-0.005
01:41.214260,-0.004
01:41.218170,-0.003
01:41.222080,-0.001
01:41.225990,0.001
01:41.229900,0.001
01:41.233810,0.001
01:41.237720,0.001
01:41.241630,0.0
01:41.245540,0.0
01:41.249450,-0.001
01:41.253360,-0.003
01:41.257270,-0.005
01:41.261180,-0.005
01:41.265090,-0.006
01:41.269000,-0.008
01:41.272910,-0.01
01:41.276820,-0.01
01:41.280730,-0.012
01:41.284640,-0.015
01:41.288550,-0.018000000000000002
01:41.292460,-0.018000000000000002
01:41.296370,-0.018000000000000002
01:41.300280,-0.018000000000000002
01:41.304190,-0.019
01:41.308100,-0.019
01:41.312010,-0.018000000000000002
01:41.315920,-0.019
01:41.319830,-0.018000000000000002
01:41.323740,-0.019
01:41.327650,-0.019
01:41.331560,-0.019
01:41.335470,-0.019
01:41.339380,-0.02
01:41.343290,-0.02
01:41.347200,-0.02
01:41.351110,-0.02
01:41.355020,-0.019
01:41.358930,-0.018000000000000002
01:41.362840,-0.015
01:41.366750,-0.011
01:41.370660,-0.003
01:41.374570,0.013000000000000001
01:41.378480,0.038
01:41.382390,0.07200000000000001
01:41.386300,0.117
01:41.390210,0.159
01:41.394120,0.178
01:41.398030,0.162
01:41.401940,0.11
01:41.405850,0.042
01:41.409760,-0.026000000000000002
01:41.413670,-0.068
01:41.417580,-0.076
01:41.421490,-0.067
01:41.425400,-0.052000000000000005
01:41.429310,-0.041
01:41.433220,-0.035
01:41.437130,-0.031
01:41.441040,-0.028
01:41.444950,-0.025
01:41.448860,-0.023
01:41.452770,-0.019
01:41.456680,-0.016
01:41.460590,-0.014
01:41.464500,-0.013000000000000001
01:41.468410,-0.014
01:41.472320,-0.013000000000000001
01:41.476230,-0.012
01:41.480140,-0.012
01:41.484050,-0.01
01:41.487960,-0.009000000000000001
01:41.491870,-0.009000000000000001
01:41.495780,-0.009000000000000001
01:41.499690,-0.009000000000000001
01:41.503600,-0.008
01:41.507510,-0.006
01:41.511420,-0.006
01:41.515330,-0.006
01:41.519240,-0.004
01:41.523150,-0.003
01:41.527060,-0.001
01:41.530970,0.0
01:41.534880,0.001
01:41.538790,0.001
01:41.542700,0.003
01:41.546610,0.004
01:41.550520,0.005
01:41.554430,0.007
01:41.558340,0.009000000000000001
01:41.562250,0.012
01:41.566160,0.014
01:41.570070,0.016
01:41.573980,0.018000000000000002
01:41.577890,0.021
01:41.581800,0.024
01:41.585710,0.026000000000000002
01:41.589620,0.028
01:41.593530,0.03
01:41.597440,0.032
01:41.601350,0.033
01:41.605260,0.036000000000000004
01:41.609170,0.038
01:41.613080,0.039
01:41.616990,0.04
01:41.620900,0.039
01:41.624810,0.04
01:41.628720,0.041
01:41.632630,0.041
01:41.636540,0.041
01:41.640450,0.04
01:41.644360,0.041
01:41.648270,0.041
01:41.652180,0.042
01:41.656090,0.042
01:41.660000,0.04
01:41.663910,0.038
01:41.667820,0.037
01:41.671730,0.036000000000000004
01:41.675640,0.034
01:41.679550,0.031
01:41.683460,0.028
01:41.687370,0.026000000000000002
01:41.691280,0.023
01:41.695190,0.019
01:41.699100,0.015
01:41.703010,0.012
01:41.706920,0.011
01:41.710830,0.009000000000000001
01:41.714740,0.005
01:41.718650,0.002
01:41.722560,0.0
01:41.726470,-0.001
01:41.730380,-0.002
01:41.734290,-0.004
01:41.738200,-0.006
01:41.742110,-0.006
01:41.746020,-0.006
01:41.749930,-0.007
01:41.753840,-0.008
01:41.757750,-0.008
01:41.761660,-0.007
01:41.765570,-0.007
01:41.769480,-0.007
01:41.773390,-0.007
01:41.777300,-0.009000000000000001
01:41.781210,-0.009000000000000001
01:41.785120,-0.009000000000000001
01:41.789030,-0.009000000000000001
01:41.792940,-0.008
01:41.796850,-0.008
01:41.800760,-0.007
01:41.804670,-0.006
01:41.808580,-0.007
01:41.812490,-0.007
01:41.816400,-0.006
01:41.820310,-0.006
01:41.824220,-0.005
01:41.828130,-0.005
01:41.832040,-0.005
01:41.835950,-0.005
01:41.839860,-0.005
01:41.843770,-0.005
01:41.847680,-0.005
01:41.851590,-0.005
01:41.855500,-0.004
01:41.859410,-0.005
01:41.863320,-0.006
01:41.867230,-0.005
01:41.871140,-0.005
01:41.875050,-0.005
01:41.878960,-0.006
01:41.882870,-0.005
01:41.886780,-0.006
01:41.890690,-0.006
01:41.894600,-0.007
01:41.898510,-0.008
01:41.902420,-0.009000000000000001
01:41.906330,-0.009000000000000001
01:41.910240,-0.009000000000000001
01:41.914150,-0.009000000000000001
01:41.918060,-0.008
01:41.921970,-0.009000000000000001
01:41.925880,-0.01
01:41.929790,-0.01
01:41.933700,-0.01
01:41.937610,-0.011
01:41.941520,-0.012
01:41.945430,-0.012
01:41.949340,-0.012
01:41.953250,-0.012
01:41.957160,-0.013000000000000001
01:41.961070,-0.014
01:41.964980,-0.013000000000000001
01:41.968890,-0.013000000000000001
01:41.972800,-0.014
01:41.976710,-0.014
01:41.980620,-0.014
01:41.984530,-0.014
01:41.988440,-0.014
01:41.992350,-0.015
01:41.996260,-0.015
01:42.000170,-0.014
01:42.004080,-0.014
01:42.007990,-0.014
01:42.011900,-0.014
01:42.015810,-0.014
01:42.019720,-0.015
01:42.023630,-0.015
01:42.027540,-0.015
01:42.031450,-0.014
01:42.035360,-0.015
01:42.039270,-0.015
01:42.043180,-0.014
01:42.047090,-0.014
01:42.051000,-0.014
01:42.054910,-0.014
01:42.058820,-0.014
01:42.062730,-0.014
01:42.066640,-0.014
01:42.070550,-0.014
01:42.074460,-0.014
01:42.078370,-0.014
01:42.082280,-0.014
01:42.086190,-0.015
01:42.090100,-0.014
01:42.094010,-0.014
01:42.097920,-0.016
01:42.101830,-0.016
01:42.105740,-0.016
01:42.109650,-0.015
01:42.113560,-0.015
01:42.117470,-0.014
01:42.121380,-0.014
01:42.125290,-0.015
01:42.129200,-0.015
01:42.133110,-0.015
01:42.137020,-0.014
01:42.140930,-0.015
01:42.144840,-0.015
01:42.148750,-0.014
01:42.152660,-0.015
01:42.156570,-0.014
01:42.160480,-0.013000000000000001
01:42.164390,-0.014
01:42.168300,-0.015
01:42.172210,-0.016
01:42.176120,-0.016
01:42.180030,-0.015
01:42.183940,-0.015
01:42.187850,-0.015
01:42.191760,-0.014
01:42.195670,-0.015
01:42.199580,-0.016
01:42.203490,-0.015
01:42.207400,-0.015
01:42.211310,-0.016
01:42.215220,-0.015
01:42.219130,-0.016
01:42.223040,-0.016
01:42.226950,-0.015
01:42.230860,-0.015
01:42.234770,-0.014
01:42.238680,-0.014
01:42.242590,-0.015
01:42.246500,-0.014
01:42.250410,-0.014
01:42.254320,-0.014
01:42.258230,-0.013000000000000001
01:42.262140,-0.012
01:42.266050,-0.011
01:42.269960,-0.01
01:42.273870,-0.01
01:42.277780,-0.009000000000000001
01:42.281690,-0.007
01:42.285600,-0.006
01:42.289510,-0.004
01:42.293420,-0.004
01:42.297330,-0.004
01:42.301240,-0.001
01:42.305150,0.004
01:42.309060,0.005
01:42.312970,0.003
01:42.316880,0.002
01:42.320790,0.001
01:42.324700,0.0
01:42.328610,0.0
01:42.332520,-0.002
01:42.336430,-0.002
01:42.340340,-0.005
01:42.344250,-0.007
01:42.348160,-0.009000000000000001
01:42.352070,-0.01
01:42.355980,-0.012
01:42.359890,-0.015
01:42.363800,-0.015
01:42.367710,-0.016
01:42.371620,-0.017
01:42.375530,-0.018000000000000002
01:42.379440,-0.017
01:42.383350,-0.016
01:42.387260,-0.017
01:42.391170,-0.018000000000000002
01:42.395080,-0.019
01:42.398990,-0.018000000000000002
01:42.402900,-0.017
01:42.406810,-0.017
01:42.410720,-0.018000000000000002
01:42.414630,-0.018000000000000002
01:42.418540,-0.018000000000000002
01:42.422450,-0.017
01:42.426360,-0.017
01:42.430270,-0.016
01:42.434180,-0.012
01:42.438090,-0.004
01:42.442000,0.01
01:42.445910,0.033
01:42.449820,0.064
01:42.453730,0.108
01:42.457640,0.151
01:42.461550,0.176
01:42.465460,0.168
01:42.469370,0.125
01:42.473280,0.06
01:42.477190,-0.011
01:42.481100,-0.063
01:42.485010,-0.077
01:42.488920,-0.07
01:42.492830,-0.055
01:42.496740,-0.042
01:42.500650,-0.036000000000000004
01:42.504560,-0.032
01:42.508470,-0.03
01:42.512380,-0.026000000000000002
01:42.516290,-0.021
01:42.520200,-0.019
01:42.524110,-0.016
01:42.528020,-0.013000000000000001
01:42.531930,-0.012
01:42.535840,-0.012
01:42.539750,-0.012
01:42.543660,-0.01
01:42.547570,-0.01
01:42.551480,-0.01
01:42.555390,-0.009000000000000001
01:42.559300,-0.008
01:42.563210,-0.008
01:42.567120,-0.008
01:42.571030,-0.007
01:42.574940,-0.006
01:42.578850,-0.005
01:42.582760,-0.006
01:42.586670,-0.005
01:42.590580,-0.002
01:42.594490,-0.003
01:42.598400,-0.002
01:42.602310,0.0
01:42.606220,0.001
01:42.610130,0.002
01:42.614040,0.005
01:42.617950,0.006
01:42.621860,0.007
01:42.625770,0.008
01:42.629680,0.01
01:42.633590,0.012
01:42.637500,0.015
01:42.641410,0.017
01:42.645320,0.018000000000000002
01:42.649230,0.021
01:42.653140,0.025
01:42.657050,0.026000000000000002
01:42.660960,0.028
01:42.664870,0.03
01:42.668780,0.032
01:42.672690,0.034
01:42.676600,0.036000000000000004
01:42.680510,0.038
01:42.684420,0.039
01:42.688330,0.039
01:42.692240,0.04
01:42.696150,0.041
01:42.700060,0.043000000000000003
01:42.703970,0.043000000000000003
01:42.707880,0.043000000000000003
01:42.711790,0.043000000000000003
01:42.715700,0.043000000000000003
01:42.719610,0.043000000000000003
01:42.723520,0.043000000000000003
01:42.727430,0.043000000000000003
01:42.731340,0.042
01:42.735250,0.041
01:42.739160,0.039
01:42.743070,0.035
01:42.746980,0.034
01:42.750890,0.031
01:42.754800,0.029
01:42.758710,0.028
01:42.762620,0.025
01:42.766530,0.021
01:42.770440,0.018000000000000002
01:42.774350,0.015
01:42.778260,0.012
01:42.782170,0.01
01:42.786080,0.007
01:42.789990,0.006
01:42.793900,0.004
01:42.797810,0.0
01:42.801720,-0.002
01:42.805630,-0.001
01:42.809540,-0.002
01:42.813450,-0.004
01:42.817360,-0.004
01:42.821270,-0.005
01:42.825180,-0.005
01:42.829090,-0.006
01:42.833000,-0.007
01:42.836910,-0.006
01:42.840820,-0.006
01:42.844730,-0.006
01:42.848640,-0.006
01:42.852550,-0.007
01:42.856460,-0.007
01:42.860370,-0.006
01:42.864280,-0.005
01:42.868190,-0.005
01:42.872100,-0.006
01:42.876010,-0.006
01:42.879920,-0.005
01:42.883830,-0.004
01:42.887740,-0.004
01:42.891650,-0.004
01:42.895560,-0.003
01:42.899470,-0.003
01:42.903380,-0.004
01:42.907290,-0.005
01:42.911200,-0.004
01:42.915110,-0.004
01:42.919020,-0.004
01:42.922930,-0.002
01:42.926840,-0.003
01:42.930750,-0.004
01:42.934660,-0.003
01:42.938570,-0.004
01:42.942480,-0.004
01:42.946390,-0.003
01:42.950300,-0.004
01:42.954210,-0.004
01:42.958120,-0.004
01:42.962030,-0.004
01:42.965940,-0.005
01:42.969850,-0.006
01:42.973760,-0.007
01:42.977670,-0.008
01:42.981580,-0.008
01:42.985490,-0.008
01:42.989400,-0.009000000000000001
01:42.993310,-0.009000000000000001
01:42.997220,-0.007
01:43.001130,-0.008
01:43.005040,-0.01
01:43.008950,-0.01
01:43.012860,-0.011
01:43.016770,-0.011
01:43.020680,-0.01
01:43.024590,-0.01
01:43.028500,-0.009000000000000001
01:43.032410,-0.01
01:43.036320,-0.011
01:43.040230,-0.011
01:43.044140,-0.012
01:43.048050,-0.012
