time,mv
02:53.619640,-0.012
02:53.623550,-0.012
02:53.627460,-0.012
02:53.631370,-0.012
02:53.635280,-0.012
02:53.639190,-0.012
02:53.643100,-0.012
02:53.647010,-0.012
02:53.650920,-0.014
02:53.654830,-0.013000000000000001
02:53.658740,-0.013000000000000001
02:53.662650,-0.014
02:53.666560,-0.013000000000000001
02:53.670470,-0.014
02:53.674380,-0.014
02:53.678290,-0.014
02:53.682200,-0.014
02:53.686110,-0.015
02:53.690020,-0.015
02:53.693930,-0.014
02:53.697840,-0.013000000000000001
02:53.701750,-0.014
02:53.705660,-0.014
02:53.709570,-0.013000000000000001
02:53.713480,-0.014
02:53.717390,-0.014
02:53.721300,-0.013000000000000001
02:53.725210,-0.012
02:53.729120,-0.013000000000000001
02:53.733030,-0.014
02:53.736940,-0.015
02:53.740850,-0.013000000000000001
02:53.744760,-0.013000000000000001
02:53.748670,-0.013000000000000001
02:53.752580,-0.013000000000000001
02:53.756490,-0.013000000000000001
02:53.760400,-0.013000000000000001
02:53.764310,-0.014
02:53.768220,-0.013000000000000001
02:53.772130,-0.013000000000000001
02:53.776040,-0.013000000000000001
02:53.779950,-0.013000000000000001
02:53.783860,-0.013000000000000001
02:53.787770,-0.014
02:53.791680,-0.013000000000000001
02:53.795590,-0.014
02:53.799500,-0.015
02:53.803410,-0.014
02:53.807320,-0.013000000000000001
02:53.811230,-0.014
02:53.815140,-0.013000000000000001
02:53.819050,-0.013000000000000001
02:53.822960,-0.014
02:53.826870,-0.013000000000000001
02:53.830780,-0.012
02:53.834690,-0.012
02:53.838600,-0.013000000000000001
02:53.842510,-0.013000000000000001
02:53.846420,-0.013000000000000001
02:53.850330,-0.014
02:53.854240,-0.014
02:53.858150,-0.013000000000000001
02:53.862060,-0.012
02:53.865970,-0.013000000000000001
02:53.869880,-0.015
02:53.873790,-0.015
02:53.877700,-0.014
02:53.881610,-0.015
02:53.885520,-0.014
02:53.889430,-0.012
02:53.893340,-0.013000000000000001
02:53.897250,-0.013000000000000001
02:53.901160,-0.013000000000000001
02:53.905070,-0.013000000000000001
02:53.908980,-0.013000000000000001
02:53.912890,-0.013000000000000001
02:53.916800,-0.013000000000000001
02:53.920710,-0.013000000000000001
02:53.924620,-0.013000000000000001
02:53.928530,-0.013000000000000001
02:53.932440,-0.014
02:53.936350,-0.014
02:53.940260,-0.014
02:53.944170,-0.013000000000000001
02:53.948080,-0.013000000000000001
02:53.951990,-0.013000000000000001
02:53.955900,-0.013000000000000001
02:53.959810,-0.013000000000000001
02:53.963720,-0.012
02:53.967630,-0.013000000000000001
02:53.971540,-0.013000000000000001
02:53.975450,-0.012
02:53.979360,-0.012
02:53.983270,-0.012
02:53.987180,-0.012
02:53.991090,-0.011
02:53.995000,-0.011
02:53.998910,-0.012
02:54.002820,-0.013000000000000001
02:54.006730,-0.012
02:54.010640,-0.011
02:54.014550,-0.012
02:54.018460,-0.014
02:54.022370,-0.013000000000000001
02:54.026280,-0.013000000000000001
02:54.030190,-0.011
02:54.034100,-0.011
02:54.038010,-0.012
02:54.041920,-0.012
02:54.045830,-0.012
02:54.049740,-0.011
02:54.053650,-0.012
02:54.057560,-0.012
02:54.061470,-0.012
02:54.065380,-0.012
02:54.069290,-0.012
02:54.073200,-0.012
02:54.077110,-0.011
02:54.081020,-0.012
02:54.084930,-0.012
02:54.088840,-0.011
02:54.092750,-0.011
02:54.096660,-0.011
02:54.100570,-0.011
02:54.104480,-0.011
02:54.108390,-0.011
02:54.112300,-0.011
02:54.116210,-0.011
02:54.120120,-0.012
02:54.124030,-0.012
02:54.127940,-0.012
02:54.131850,-0.012
02:54.135760,-0.011
02:54.139670,-0.013000000000000001
02:54.143580,-0.011
02:54.147490,-0.01
02:54.151400,-0.011
02:54.155310,-0.012
02:54.159220,-0.012
02:54.163130,-0.012
02:54.167040,-0.011
02:54.170950,-0.011
02:54.174860,-0.012
02:54.178770,-0.011
02:54.182680,-0.01
02:54.186590,-0.011
02:54.190500,-0.011
02:54.194410,-0.011
02:54.198320,-0.009000000000000001
02:54.202230,-0.008
02:54.206140,-0.006
02:54.210050,-0.006
02:54.213960,-0.006
02:54.217870,-0.004
02:54.221780,-0.003
02:54.225690,-0.002
02:54.229600,-0.001
02:54.233510,0.0
02:54.237420,0.002
02:54.241330,0.004
02:54.245240,0.004
02:54.249150,0.004
02:54.253060,0.004
02:54.256970,0.004
02:54.260880,0.003
02:54.264790,0.001
02:54.268700,0.001
02:54.272610,0.001
02:54.276520,-0.001
02:54.280430,-0.003
02:54.284340,-0.004
02:54.288250,-0.005
02:54.292160,-0.006
02:54.296070,-0.008
02:54.299980,-0.012
02:54.303890,-0.014
02:54.307800,-0.014
02:54.311710,-0.014
02:54.315620,-0.014
02:54.319530,-0.014
02:54.323440,-0.014
02:54.327350,-0.014
02:54.331260,-0.015
02:54.335170,-0.015
02:54.339080,-0.015
02:54.342990,-0.015
02:54.346900,-0.016
02:54.350810,-0.016
02:54.354720,-0.014
02:54.358630,-0.015
02:54.362540,-0.015
02:54.366450,-0.015
02:54.370360,-0.012
02:54.374270,-0.007
02:54.378180,0.002
02:54.382090,0.019
02:54.386000,0.044
02:54.389910,0.081
02:54.393820,0.126
02:54.397730,0.163
02:54.401640,0.177
02:54.405550,0.154
02:54.409460,0.1
02:54.413370,0.031
02:54.417280,-0.035
02:54.421190,-0.068
02:54.425100,-0.07
02:54.429010,-0.061
02:54.432920,-0.047
02:54.436830,-0.038
02:54.440740,-0.033
02:54.444650,-0.03
02:54.448560,-0.027
02:54.452470,-0.023
02:54.456380,-0.02
02:54.460290,-0.017
02:54.464200,-0.015
02:54.468110,-0.013000000000000001
02:54.472020,-0.013000000000000001
02:54.475930,-0.013000000000000001
02:54.479840,-0.013000000000000001
02:54.483750,-0.012
02:54.487660,-0.011
02:54.491570,-0.009000000000000001
02:54.495480,-0.01
02:54.499390,-0.01
02:54.503300,-0.01
02:54.507210,-0.009000000000000001
02:54.511120,-0.008
02:54.515030,-0.008
02:54.518940,-0.007
02:54.522850,-0.006
02:54.526760,-0.005
02:54.530670,-0.003
02:54.534580,-0.001
02:54.538490,-0.001
02:54.542400,0.0
02:54.546310,0.001
02:54.550220,0.002
02:54.554130,0.004
02:54.558040,0.006
02:54.561950,0.005
02:54.565860,0.006
02:54.569770,0.01
02:54.573680,0.012
02:54.577590,0.014
02:54.581500,0.017
02:54.585410,0.018000000000000002
02:54.589320,0.02
02:54.593230,0.022
02:54.597140,0.025
02:54.601050,0.027
02:54.604960,0.03
02:54.608870,0.031
02:54.612780,0.032
02:54.616690,0.034
02:54.620600,0.035
02:54.624510,0.037
02:54.628420,0.038
02:54.632330,0.04
02:54.636240,0.041
02:54.640150,0.042
02:54.644060,0.043000000000000003
02:54.647970,0.042
02:54.651880,0.043000000000000003
02:54.655790,0.043000000000000003
02:54.659700,0.043000000000000003
02:54.663610,0.043000000000000003
02:54.667520,0.042
02:54.671430,0.043000000000000003
02:54.675340,0.042
02:54.679250,0.041
02:54.683160,0.04
02:54.687070,0.039
02:54.690980,0.037
02:54.694890,0.034
02:54.698800,0.031
02:54.702710,0.029
02:54.706620,0.026000000000000002
02:54.710530,0.024
02:54.714440,0.023
02:54.718350,0.019
02:54.722260,0.016
02:54.726170,0.014
02:54.730080,0.012
02:54.733990,0.01
02:54.737900,0.008
02:54.741810,0.006
02:54.745720,0.006
02:54.749630,0.005
02:54.753540,0.002
02:54.757450,0.0
02:54.761360,-0.001
02:54.765270,-0.002
02:54.769180,-0.002
02:54.773090,-0.002
02:54.777000,-0.002
02:54.780910,-0.002
02:54.784820,-0.003
02:54.788730,-0.003
02:54.792640,-0.004
02:54.796550,-0.004
02:54.800460,-0.003
02:54.804370,-0.003
02:54.808280,-0.003
02:54.812190,-0.003
02:54.816100,-0.003
02:54.820010,-0.002
02:54.823920,-0.001
02:54.827830,0.0
02:54.831740,-0.001
02:54.835650,-0.002
02:54.839560,-0.001
02:54.843470,-0.001
02:54.847380,0.0
02:54.851290,0.0
02:54.855200,0.001
02:54.859110,0.001
02:54.863020,0.001
02:54.866930,0.002
02:54.870840,0.002
02:54.874750,0.0
02:54.878660,-0.001
02:54.882570,0.0
02:54.886480,0.0
02:54.890390,0.0
02:54.894300,-0.001
02:54.898210,-0.001
02:54.902120,-0.001
02:54.906030,-0.002
02:54.909940,-0.003
02:54.913850,-0.003
02:54.917760,-0.004
02:54.921670,-0.004
02:54.925580,-0.005
02:54.929490,-0.006
02:54.933400,-0.007
02:54.937310,-0.007
02:54.941220,-0.009000000000000001
02:54.945130,-0.009000000000000001
02:54.949040,-0.009000000000000001
02:54.952950,-0.009000000000000001
02:54.956860,-0.009000000000000001
02:54.960770,-0.009000000000000001
02:54.964680,-0.009000000000000001
02:54.968590,-0.01
02:54.972500,-0.01
02:54.976410,-0.011
02:54.980320,-0.012
02:54.984230,-0.012
02:54.988140,-0.011
02:54.992050,-0.012
02:54.995960,-0.013000000000000001
02:54.999870,-0.012
02:55.003780,-0.013000000000000001
02:55.007690,-0.013000000000000001
02:55.011600,-0.012
02:55.015510,-0.013000000000000001
02:55.019420,-0.014
02:55.023330,-0.014
02:55.027240,-0.013000000000000001
02:55.031150,-0.012
02:55.035060,-0.013000000000000001
02:55.038970,-0.014
02:55.042880,-0.014
02:55.046790,-0.015
02:55.050700,-0.015
02:55.054610,-0.014
02:55.058520,-0.013000000000000001
02:55.062430,-0.013000000000000001
02:55.066340,-0.013000000000000001
02:55.070250,-0.013000000000000001
02:55.074160,-0.014
02:55.078070,-0.015
02:55.081980,-0.015
02:55.085890,-0.015
02:55.089800,-0.015
02:55.093710,-0.015
02:55.097620,-0.013000000000000001
02:55.101530,-0.013000000000000001
02:55.105440,-0.012
02:55.109350,-0.011
02:55.113260,-0.01
02:55.117170,-0.009000000000000001
02:55.121080,-0.008
02:55.124990,-0.007
02:55.128900,-0.006
02:55.132810,-0.005
02:55.136720,-0.004
02:55.140630,-0.004
02:55.144540,-0.001
02:55.148450,0.0
02:55.152360,0.001
02:55.156270,0.001
02:55.160180,0.001
02:55.164090,0.001
02:55.168000,-0.001
02:55.171910,-0.003
02:55.175820,-0.003
02:55.179730,-0.003
02:55.183640,-0.004
02:55.187550,-0.006
02:55.191460,-0.007
02:55.195370,-0.008
02:55.199280,-0.009000000000000001
02:55.203190,-0.012
02:55.207100,-0.015
02:55.211010,-0.016
02:55.214920,-0.016
02:55.218830,-0.017
02:55.222740,-0.017
02:55.226650,-0.017
02:55.230560,-0.019
02:55.234470,-0.019
02:55.238380,-0.019
02:55.242290,-0.019
02:55.246200,-0.019
02:55.250110,-0.018000000000000002
02:55.254020,-0.018000000000000002
02:55.257930,-0.019
02:55.261840,-0.02
02:55.265750,-0.02
02:55.269660,-0.018000000000000002
02:55.273570,-0.019
02:55.277480,-0.019
02:55.281390,-0.018000000000000002
02:55.285300,-0.018000000000000002
02:55.289210,-0.015
02:55.293120,-0.008
02:55.297030,0.003
02:55.300940,0.022
02:55.304850,0.052000000000000005
02:55.308760,0.096
02:55.312670,0.139
02:55.316580,0.164
02:55.320490,0.161
02:55.324400,0.124
02:55.328310,0.063
02:55.332220,-0.007
02:55.336130,-0.062
02:55.340040,-0.081
02:55.343950,-0.078
02:55.347860,-0.068
02:55.351770,-0.055
02:55.355680,-0.043000000000000003
02:55.359590,-0.035
02:55.363500,-0.031
02:55.367410,-0.028
02:55.371320,-0.022
02:55.375230,-0.018000000000000002
02:55.379140,-0.016
02:55.383050,-0.013000000000000001
02:55.386960,-0.012
02:55.390870,-0.012
02:55.394780,-0.011
02:55.398690,-0.011
02:55.402600,-0.011
02:55.406510,-0.01
02:55.410420,-0.008
02:55.414330,-0.008
02:55.418240,-0.008
02:55.422150,-0.007
02:55.426060,-0.007
02:55.429970,-0.006
02:55.433880,-0.005
02:55.437790,-0.004
02:55.441700,-0.003
02:55.445610,-0.003
02:55.449520,-0.001
02:55.453430,0.0
02:55.457340,0.001
02:55.461250,0.002
02:55.465160,0.004
02:55.469070,0.005
02:55.472980,0.006
02:55.476890,0.008
02:55.480800,0.01
02:55.484710,0.011
02:55.488620,0.012
02:55.492530,0.014
02:55.496440,0.017
02:55.500350,0.019
02:55.504260,0.021
02:55.508170,0.023
02:55.512080,0.025
02:55.515990,0.028
02:55.519900,0.03
02:55.523810,0.03
02:55.527720,0.032
02:55.531630,0.034
02:55.535540,0.035
02:55.539450,0.036000000000000004
02:55.543360,0.038
02:55.547270,0.036000000000000004
02:55.551180,0.036000000000000004
02:55.555090,0.037
02:55.559000,0.038
02:55.562910,0.038
02:55.566820,0.037
02:55.570730,0.037
02:55.574640,0.037
02:55.578550,0.035
02:55.582460,0.035
02:55.586370,0.033
02:55.590280,0.031
02:55.594190,0.03
02:55.598100,0.028
02:55.602010,0.026000000000000002
02:55.605920,0.023
02:55.609830,0.021
02:55.613740,0.019
02:55.617650,0.016
02:55.621560,0.013000000000000001
02:55.625470,0.011
02:55.629380,0.008
02:55.633290,0.004
02:55.637200,0.003
02:55.641110,0.002
02:55.645020,0.0
02:55.648930,-0.001
02:55.652840,-0.003
02:55.656750,-0.007
02:55.660660,-0.007
02:55.664570,-0.007
02:55.668480,-0.008
02:55.672390,-0.008
02:55.676300,-0.008
02:55.680210,-0.008
02:55.684120,-0.008
02:55.688030,-0.008
02:55.691940,-0.009000000000000001
02:55.695850,-0.01
02:55.699760,-0.01
02:55.703670,-0.011
02:55.707580,-0.009000000000000001
02:55.711490,-0.007
02:55.715400,-0.007
02:55.719310,-0.007
02:55.723220,-0.006
02:55.727130,-0.007
02:55.731040,-0.007
02:55.734950,-0.006
02:55.738860,-0.005
02:55.742770,-0.005
02:55.746680,-0.005
02:55.750590,-0.006
02:55.754500,-0.006
02:55.758410,-0.005
02:55.762320,-0.005
02:55.766230,-0.005
02:55.770140,-0.005
02:55.774050,-0.005
02:55.777960,-0.005
02:55.781870,-0.005
02:55.785780,-0.005
02:55.789690,-0.006
02:55.793600,-0.007
02:55.797510,-0.006
02:55.801420,-0.005
02:55.805330,-0.006
02:55.809240,-0.006
02:55.813150,-0.007
02:55.817060,-0.01
02:55.820970,-0.011
02:55.824880,-0.01
02:55.828790,-0.012
02:55.832700,-0.013000000000000001
02:55.836610,-0.014
02:55.840520,-0.016
02:55.844430,-0.015
02:55.848340,-0.013000000000000001
02:55.852250,-0.013000000000000001
02:55.856160,-0.013000000000000001
02:55.860070,-0.013000000000000001
02:55.863980,-0.013000000000000001
02:55.867890,-0.014
02:55.871800,-0.015
02:55.875710,-0.015
02:55.879620,-0.015
02:55.883530,-0.016
02:55.887440,-0.016
02:55.891350,-0.015
02:55.895260,-0.016
02:55.899170,-0.015
02:55.903080,-0.014
02:55.906990,-0.013000000000000001
02:55.910900,-0.013000000000000001
02:55.914810,-0.012
02:55.918720,-0.012
02:55.922630,-0.013000000000000001
02:55.926540,-0.013000000000000001
02:55.930450,-0.013000000000000001
02:55.934360,-0.014
02:55.938270,-0.014
02:55.942180,-0.013000000000000001
02:55.946090,-0.011
02:55.950000,-0.006
02:55.953910,0.002
02:55.957820,0.017
02:55.961730,0.038
02:55.965640,0.069
02:55.969550,0.107
02:55.973460,0.14
02:55.977370,0.153
02:55.981280,0.136
02:55.985190,0.092
02:55.989100,0.033
02:55.993010,-0.03
02:55.996920,-0.07
02:56.000830,-0.079
02:56.004740,-0.074
02:56.008650,-0.06
02:56.012560,-0.046
02:56.016470,-0.036000000000000004
02:56.020380,-0.03
02:56.024290,-0.026000000000000002
02:56.028200,-0.022
02:56.032110,-0.018000000000000002
02:56.036020,-0.013000000000000001
02:56.039930,-0.011
02:56.043840,-0.009000000000000001
02:56.047750,-0.008
02:56.051660,-0.007
02:56.055570,-0.006
02:56.059480,-0.005
02:56.063390,-0.004
02:56.067300,-0.004
02:56.071210,-0.004
02:56.075120,-0.003
02:56.079030,-0.003
02:56.082940,-0.003
02:56.086850,-0.002
02:56.090760,-0.001
02:56.094670,-0.001
02:56.098580,0.001
02:56.102490,0.002
02:56.106400,0.002
02:56.110310,0.003
02:56.114220,0.004
02:56.118130,0.004
02:56.122040,0.004
02:56.125950,0.006
02:56.129860,0.007
02:56.133770,0.009000000000000001
02:56.137680,0.01
02:56.141590,0.011
02:56.145500,0.013000000000000001
02:56.149410,0.015
02:56.153320,0.018000000000000002
02:56.157230,0.02
02:56.161140,0.021
02:56.165050,0.023
02:56.168960,0.025
02:56.172870,0.027
02:56.176780,0.029
02:56.180690,0.031
02:56.184600,0.031
02:56.188510,0.033
02:56.192420,0.035
02:56.196330,0.036000000000000004
02:56.200240,0.036000000000000004
02:56.204150,0.036000000000000004
02:56.208060,0.037
02:56.211970,0.038
02:56.215880,0.037
02:56.219790,0.038
02:56.223700,0.038
02:56.227610,0.036000000000000004
02:56.231520,0.036000000000000004
02:56.235430,0.035
02:56.239340,0.033
02:56.243250,0.032
02:56.247160,0.031
02:56.251070,0.028
02:56.254980,0.025
02:56.258890,0.023
02:56.262800,0.02
02:56.266710,0.017
02:56.270620,0.014
02:56.274530,0.012
02:56.278440,0.009000000000000001
02:56.282350,0.007
02:56.286260,0.004
02:56.290170,0.001
02:56.294080,-0.001
02:56.297990,-0.001
02:56.301900,-0.002
02:56.305810,-0.004
02:56.309720,-0.005
02:56.313630,-0.006
02:56.317540,-0.007
02:56.321450,-0.007
02:56.325360,-0.008
02:56.329270,-0.008
02:56.333180,-0.009000000000000001
02:56.337090,-0.01
02:56.341000,-0.009000000000000001
02:56.344910,-0.009000000000000001
02:56.348820,-0.009000000000000001
02:56.352730,-0.009000000000000001
02:56.356640,-0.011
02:56.360550,-0.011
02:56.364460,-0.01
02:56.368370,-0.01
02:56.372280,-0.009000000000000001
02:56.376190,-0.008
02:56.380100,-0.007
02:56.384010,-0.007
02:56.387920,-0.007
02:56.391830,-0.007
02:56.395740,-0.007
02:56.399650,-0.007
02:56.403560,-0.007
02:56.407470,-0.006
02:56.411380,-0.005
02:56.415290,-0.006
02:56.419200,-0.005
02:56.423110,-0.005
02:56.427020,-0.006
02:56.430930,-0.005
02:56.434840,-0.005
02:56.438750,-0.006
02:56.442660,-0.006
02:56.446570,-0.006
02:56.450480,-0.005
02:56.454390,-0.005
02:56.458300,-0.005
02:56.462210,-0.005
02:56.466120,-0.004
02:56.470030,-0.006
02:56.473940,-0.006
02:56.477850,-0.006
02:56.481760,-0.005
02:56.485670,-0.005
02:56.489580,-0.007
02:56.493490,-0.008
02:56.497400,-0.007
02:56.501310,-0.006
02:56.505220,-0.008
02:56.509130,-0.008
02:56.513040,-0.007
02:56.516950,-0.008
02:56.520860,-0.009000000000000001
02:56.524770,-0.009000000000000001
02:56.528680,-0.008
02:56.532590,-0.009000000000000001
02:56.536500,-0.008
02:56.540410,-0.008
02:56.544320,-0.008
02:56.548230,-0.008
02:56.552140,-0.009000000000000001
02:56.556050,-0.009000000000000001
02:56.559960,-0.009000000000000001
02:56.563870,-0.008
02:56.567780,-0.008
02:56.571690,-0.008
02:56.575600,-0.009000000000000001
02:56.579510,-0.009000000000000001
02:56.583420,-0.008
02:56.587330,-0.007
02:56.591240,-0.008
02:56.595150,-0.008
02:56.599060,-0.009000000000000001
02:56.602970,-0.01
02:56.606880,-0.009000000000000001
02:56.610790,-0.009000000000000001
02:56.614700,-0.009000000000000001
02:56.618610,-0.01
02:56.622520,-0.01
02:56.626430,-0.009000000000000001
02:56.630340,-0.009000000000000001
02:56.634250,-0.009000000000000001
02:56.638160,-0.008
02:56.642070,-0.008
02:56.645980,-0.009000000000000001
02:56.649890,-0.009000000000000001
02:56.653800,-0.009000000000000001
02:56.657710,-0.009000000000000001
02:56.661620,-0.008
02:56.665530,-0.008
02:56.669440,-0.008
02:56.673350,-0.008
02:56.677260,-0.009000000000000001
02:56.681170,-0.009000000000000001
02:56.685080,-0.01
02:56.688990,-0.009000000000000001
02:56.692900,-0.009000000000000001
02:56.696810,-0.008
02:56.700720,-0.008
02:56.704630,-0.008
02:56.708540,-0.009000000000000001
02:56.712450,-0.01
02:56.716360,-0.009000000000000001
02:56.720270,-0.009000000000000001
02:56.724180,-0.009000000000000001
02:56.728090,-0.009000000000000001
02:56.732000,-0.01
02:56.735910,-0.009000000000000001
02:56.739820,-0.009000000000000001
02:56.743730,-0.01
02:56.747640,-0.009000000000000001
02:56.751550,-0.01
02:56.755460,-0.009000000000000001
02:56.759370,-0.009000000000000001
02:56.763280,-0.01
02:56.767190,-0.009000000000000001
02:56.771100,-0.009000000000000001
02:56.775010,-0.009000000000000001
02:56.778920,-0.009000000000000001
02:56.782830,-0.008
02:56.786740,-0.009000000000000001
02:56.790650,-0.01
02:56.794560,-0.01
02:56.798470,-0.009000000000000001
02:56.802380,-0.009000000000000001
02:56.806290,-0.008
02:56.810200,-0.008
02:56.814110,-0.008
02:56.818020,-0.008
02:56.821930,-0.009000000000000001
02:56.825840,-0.01
02:56.829750,-0.01
02:56.833660,-0.009000000000000001
02:56.837570,-0.009000000000000001
02:56.841480,-0.009000000000000001
02:56.845390,-0.009000000000000001
02:56.849300,-0.009000000000000001
02:56.853210,-0.008
02:56.857120,-0.008
02:56.861030,-0.009000000000000001
02:56.864940,-0.009000000000000001
02:56.868850,-0.008
02:56.872760,-0.007
02:56.876670,-0.008
02:56.880580,-0.008
02:56.884490,-0.009000000000000001
02:56.888400,-0.008
02:56.892310,-0.008
02:56.896220,-0.009000000000000001
02:56.900130,-0.007
02:56.904040,-0.006
02:56.907950,-0.007
02:56.911860,-0.007
02:56.915770,-0.007
02:56.919680,-0.007
02:56.923590,-0.007
02:56.927500,-0.007
02:56.931410,-0.008
02:56.935320,-0.007
02:56.939230,-0.007
02:56.943140,-0.008
02:56.947050,-0.008
02:56.950960,-0.008
02:56.954870,-0.008
02:56.958780,-0.007
02:56.962690,-0.008
02:56.966600,-0.008
02:56.970510,-0.008
02:56.974420,-0.008
02:56.978330,-0.008
02:56.982240,-0.008
02:56.986150,-0.008
02:56.990060,-0.009000000000000001
02:56.993970,-0.008
02:56.997880,-0.008
02:57.001790,-0.008
02:57.005700,-0.008
02:57.009610,-0.007
02:57.013520,-0.007
02:57.017430,-0.006
02:57.021340,-0.008
02:57.025250,-0.007
02:57.029160,-0.008
02:57.033070,-0.009000000000000001
02:57.036980,-0.008
02:57.040890,-0.007
02:57.044800,-0.007
02:57.048710,-0.009000000000000001
02:57.052620,-0.007
02:57.056530,-0.007
02:57.060440,-0.008
02:57.064350,-0.008
02:57.068260,-0.008
02:57.072170,-0.007
02:57.076080,-0.008
02:57.079990,-0.009000000000000001
02:57.083900,-0.008
02:57.087810,-0.007
02:57.091720,-0.008
02:57.095630,-0.008
02:57.099540,-0.007
02:57.103450,-0.008
02:57.107360,-0.008
02:57.111270,-0.008
02:57.115180,-0.008
02:57.119090,-0.008
02:57.123000,-0.008
02:57.126910,-0.008
02:57.130820,-0.008
02:57.134730,-0.008
02:57.138640,-0.008
02:57.142550,-0.008
02:57.146460,-0.007
02:57.150370,-0.007
02:57.154280,-0.007
02:57.158190,-0.007
02:57.162100,-0.007
02:57.166010,-0.008
02:57.169920,-0.008
02:57.173830,-0.007
